Code id,Name,Description,Parent
NFIP_XDC_PS,Gross fixed capital formation (private) at current prices,,NFI_XDC_PS
NINV_XDC,Changes in inventories at current prices,"Changes in inventories (including work-in-progress) consist of changes in: (a) stocks of outputs that are still held by the units that produced them prior to their being further processed, sold, delivered to other units or used in other ways; and (b) stocks of products acquired from other units that are intended to be used for intermediate consumption or for resale without further processing; they are measured by the value of the entries into inventories less the value of withdrawals and the value of any recurrent losses of goods held in inventories.",NI_XDC
NI_ALDV_XDC_PS,Acquisitions less disposals of valuables at current prices,,NI_XDC
NEGS_XDC_PS,Exports of goods and services at current prices,"Consist of sales, bartering, or gifts or grants of goods and services from residents to nonresidents. The treatment of exports in the System of National Accounts is generally identical with that in the balance of payments accounts as described in the IMF’s Balance of Payments Manual.",
NEGS_EG_XDC_PS,Exports of goods at current prices,"Consist of sales, bartering, or gifts or grants of goods from residents to nonresidents. The treatment of exports in the System of National Accounts is generally identical with that in the balance of payments accounts as described in the IMF’s Balance of Payments Manual.",NEGS_XDC_PS
NEGS_ES_XDC_PS,Exports of services at current prices,"Consist of sales, bartering, or gifts or grants of services from residents to nonresidents. The treatment of exports in the System of National Accounts is generally identical with that in the balance of payments accounts as described in the IMF’s Balance of Payments Manual.",NEGS_XDC_PS
NIGS_XDC_PS,Imports of goods and services at current prices,"Consist of purchases, bartering, or receipts of gifts or grants of goods and services by residents from nonresidents. The treatment of imports in the System of National Accounts is generally identical to that in the balance of payments accounts as described in the IMF’s Balance of Payments Manual.",
NIGS_IG_XDC_PS,Imports of goods at current prices,"Consist of purchases, bartering, or receipts of gifts or grants of goods by residents from nonresidents. The treatment of imports in the System of National Accounts is generally identical to that in the balance of payments accounts as described in the IMF’s Balance of Payments Manual.",NIGS_XDC_PS
NIGS_IS_XDC_PS,Imports of services at current prices,"Consist of purchases, bartering, or receipts of gifts or grants of services by residents from nonresidents. The treatment of imports in the System of National Accounts is generally identical to that in the balance of payments accounts as described in the IMF’s Balance of Payments Manual.",NIGS_XDC_PS
NSDGDP_XDC_EXPGDP,Statistical discrepancy at current prices,,
NY_GDP_MKTP_PP_CD,Gross Domestic Product at Purchasing Power Parity,"Measures obtained by using PPP to convert the GDP into a common currency, and by valuing them at a uniform price level. They are the spatial equivalent of a time series of GDP for a single economy expressed at constant prices. At the level of GDP, they are used to compare the economic size of economies.",
NY_GDP_MKTP_CD,Gross Domestic Product,"GDP in US dollars, sourced from economies' official sources; or GDP at local currency units obtained from economy sources and converted to US dollars using the official exchange rates from the International Monetary Fund (IMF), or using exchange rates from the economies' official sources. The exchange rates used are expressed as the average rate for a period of time (average of period), calculated as annual averages based on the monthly averages (local currency units relative to the US dollar). ",
